Date,Delhi,Jaipur,Lucknow,Kanpur,Bhopal,Ahmedabad,Kolkata,Surat,Nagpur,Mumbai,Pune,Visakhapatnam,Hyderabad,Chennai,Bengaluru
2022-06-18,23.534016,5.3368287,0.8841852,1.0671437,6.1154847,0.16782571,2.1155763,4.168897,4.14001,8.603079,1.2586799,1.5557114,4.511175,3.800935,7.5358076
2022-06-19,2.2972338,0.45986614,1.674686,1.43884,5.169867,0.5775654,5.231613,13.027329,10.843352,22.193626,1.9377795,1.758118,18.109993,8.104153,4.744356
2022-06-20,2.7263553,2.9527788,1.646705,0.99164987,9.401643,0.60523707,26.188955,11.637015,73.98609,25.363329,2.959777,1.7652502,27.632729,7.1862984,10.681518
2022-06-21,0.0,0.0,0.1822501,0.0,0.0,0.057544302,10.590194,0.9221757,15.194771,2.714442,0.0,6.947788,23.964985,13.969452,14.879316
2022-06-22,0.0,0.0,0.0,0.0,6.116978,0.0,9.551996,45.26202,0.0,16.315563,7.0190716,0.24082366,0.0,3.8612385,7.9679627
2022-06-23,0.0,0.0,17.368292,0.0,11.969883,0.2636006,0.30165064,12.927535,9.022531,53.81105,3.4848855,3.2753327,0.0,12.487833,8.663371
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,3.1600757,25.554426,8.775296,41.624672,9.097898,11.382369,14.5400915,8.837833,5.1679063
2022-06-25,0.0,0.0,0.0,0.0,0.9730882,0.0,0.0,0.0,0.0,0.0,0.31151164,10.039426,14.030907,4.6636314,0.0
2022-06-26,0.0,2.546092,0.0,0.0,4.867348,6.0705256,1.6895034,11.658123,0.0,0.0,17.045444,6.5668907,6.7218647,0.0,0.0
2022-06-27,0.0,0.0,11.235003,0.0,0.0,0.0,0.0,9.74447,2.3581748,2.1154182,0.0,0.0,1.075515,12.27976,12.796408
2022-06-28,0.0,8.960794,18.867619,13.196412,17.257051,6.0705256,0.0,5.463403,1.7806631,8.486665,0.0,5.056683,3.8427339,4.3868413,3.523743
2022-06-29,0.0,18.344242,25.002386,6.598206,7.106312,0.0,17.684496,0.0,14.755357,6.741119,0.0,0.48787883,0.0,0.7896895,0.0
2022-06-30,21.306452,15.870261,19.190552,13.196412,10.383799,0.0,11.789663,8.893722,13.627222,27.649328,0.7711893,6.362274,7.535968,4.3868413,0.0
2022-07-01,0.0,2.933783,0.0,0.0,10.087769,4.6236343,25.885645,45.04787,12.389608,7.135187,0.0,2.2531376,4.896728,0.6845018,1.9915851
2022-07-02,1.2945486,5.671332,19.969196,10.091587,36.54408,20.510765,1.238017,50.505646,9.905603,0.0,0.0,8.250138,13.79293,2.7911487,0.0
2022-07-03,4.951839,27.803045,1.3736179,1.4237591,37.146645,3.0180347,0.0,9.009339,4.9465237,0.0,0.0,2.69601,12.9158325,11.937946,8.948825
2022-07-04,10.560302,0.0,0.0,0.0,46.69681,9.708894,2.7075536,26.220644,45.54302,130.87645,14.393837,0.0,6.1406426,4.968379,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,61.70742,2.7181153,61.19116,6.319277,104.989494,0.0,3.1596255,13.737881,14.837,8.948825
2022-07-06,0.0,11.5648365,0.0,0.0,9.465719,0.0,8.241741,5.867619,16.286846,71.48774,0.0,16.691042,0.5167843,3.935646,10.892098
2022-07-07,0.0,0.0,0.0,0.0,35.790726,32.35939,0.0,0.0,20.398752,194.22046,13.778137,14.410821,12.068714,5.05884,0.0
