Alipurduar,Bankura,Birbhum,Dakshin Dinajpur,Darjiling,Hugli,Jalpaiguri,Jhargram,Koch Bihar,Maldah,Murshidabad,Nadia,North 24 Parganas,Paschim Barddhaman,Pashchim Medinipur,Purba Barddhaman,Purba Medinipur,Puruliya,South 24 Parganas,Uttar Dinajpur,Kalimpong,Haora,Kolkata
4.711461166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28932108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33264904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.522216533333335,0.0,0.0,0.0,0.0,0.0,1.3912064000000002,1.9074023900000001,17.5809224,0.0,0.0,0.0,0.0,0.0,1.6144764333333335,0.0,0.4273589494,0.0,0.0,0.0,0.0,0.0,0.0
1.436518633333333,0.0,0.09578711428571429,0.0,0.95283715,0.0,4.09868425,0.085246724,9.16502356,0.0,0.2816558571428572,0.0,0.0,0.0,0.2004465,0.0,0.039871824,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1040307506666667,0.7176245775,4.595620208,0.0,0.0,0.0,0.0,0.0,0.0,2.836059311111111,0.0,0.21251177999999998,0.0,0.0,0.0,0.18061608,0.7139003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09065336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.399779,0.0,0.0,0.0,23.00345,0.0,8.522617,0.0,28.407736,0.19387791199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.027267606,0.0,0.37201095,1.0572895566666667,7.780158,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054530480000000006,0.0,0.0,0.0,0.0,2.149534375,0.0,0.30670134444444447,0.0,0.82485268,0.0,2.2109338283333333,0.0,0.0,0.0,0.0
0.9836079333333334,0.0,0.24709664285714286,1.52393615,0.0,0.0,0.9097525500000001,0.038615358,3.9653514440000004,0.05590892200000001,0.17207488571428572,0.0,0.0,0.0,0.16884315555555554,0.0,0.234833552,0.0,0.0,0.8432318333333333,0.645182,0.0,0.0
0.7721522333333333,0.0,0.0,0.0,1.29289615,0.0,5.63908685,1.8737243759999997,17.8034701,0.0,0.0,0.0,0.0,0.0,0.4503785666666667,0.0,0.171865098,0.0,0.0,0.040386371666666664,15.88535,0.0,0.0
22.202156666666667,0.0,0.11459035714285715,0.0,0.0,0.010802603333333334,3.62843605,0.0,0.50710124,0.0,3.8977448142857143,4.42175364,0.0,0.0,0.0,0.8095482666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428608425,0.0,0.05617735555555556,0.0,0.12630624,0.0,0.499119055,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.16221685,0.0,1.3165631599999998,0.0,0.0,0.0,0.0,0.0,0.0,2.3494168066666665,0.0,1.43391334,0.0,0.07033686666666666,0.0,0.0,0.5253958,0.0
3.5305269999999997,0.0,0.0,0.0,0.0,0.0,1.9203903,0.0,11.1181694,3.6967506799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4503476,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.153901666666666,0.0,0.0,28.746744,1.3980031,0.0,14.34157425,0.0,21.8737282,16.37147486,0.0,0.0,0.1016046125,0.0,0.0,0.0,0.394412984,0.0,1.816497016666667,27.338403733333333,10.12583,0.0,0.0
0.0,1.2166176888888889,2.0582901828571427,0.0,0.5005696,0.0,0.47138435,1.0542439399999999,0.0,0.40548747,0.677645742857143,0.0,0.89392391875,3.82046545,1.007581677777778,0.17844274999999998,2.37977758,1.46705591,0.28291555,0.11931950833333334,3.7666276,0.0,0.0
0.0,10.387473444444446,3.0135385428571424,0.0,0.0,6.038130333333334,0.0,5.0047621,0.0,0.08748442,0.0,5.2029748,1.54182738825,7.7963065,5.698208366666666,8.512324016666666,2.40940884,11.392784555555556,0.4926826833333333,0.2569955333333333,0.0,5.2181153,5.4219527
7.037252100000001,0.8858527666666667,0.0,0.139153465,1.3771533,3.1016864500000003,6.31737605,5.140425179999999,11.782270674,0.125963592,2.0854916571428572,0.28114803800000004,1.0129513125,0.0,3.7454563222222226,2.129296566666667,2.85913276,0.048267486666666665,0.38885759,0.15312749166666667,8.7048,4.5378327,0.45207024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23235172,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.519256333333335,0.0,0.0,0.0,0.0,0.0,7.98250655,0.0,19.0222028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2739085875,0.0,2.1531935222222223,0.0,5.621117,0.0,4.413090716666667,0.0,0.0,0.25352052,2.8219864
